sample,farm,month,species,Acer,Achillea.millefolium,Aesculus.hippocastanum,Agapanthus,Agrostis.stolonifera,Ailanthus.altissima,Ajuga,Ajuga.reptans,Allium,Alopecurus.pratensis,Althaea.officinalis,Amaryllidaceae,Anemone,Anthriscus.sylvestris,Anthyllis.vulneraria,Antirrhinum.majus,Apiaceae,Artemisia,Asparagaceae,Asphodelaceae,Asteraceae,Astilbe,Bartsia,Begonia,Berberis,Betulaceae,Boraginaceae,Brassica,Brassicaceae,Buddleja.davidii,Camellia,Caprifoliaceae,Cardamine,Caricaceae,Caryophyllaceae,Castanea.sativa,Centaurea.nigra,Cerastium,Chenopodiaceae,Chenopodium,Citrus,Clematis,Convallaria.majalis,Convolvulaceae,Convolvulus.arvensis,Cornus,Corylus.avellana,Crassulaceae,Crataegus.monogyna,Crepis.capillaris,Cucurbita,Cucurbitaceae,Cynareae,Davidia.involucrata,Epilobium,Ericaceae,Eucalyptus,Euphorbia,Euphorbiaceae,Fabaceae,Fabeae,Fallopia,Festuca,Ficaria.verna,Filipendula.ulmaria,Foeniculum.vulgare,Forsythia,Fragaria,Fraxinus,Fuchsia,Gaillardia.aristata,Glechoma.hederacea,Hamamelis.mollis,Hedera.helix,Helleborus.orientalis,Holcus.lanatus,Hyacinthaceae,Hyacinthoides.non-scripta,Hydrangea,Hypericum,Hypericum.androsaemum,Hyssopus.officinalis,Ilex.aquifolium,Impatiens.glandulifera,Iridaceae,Juncus,Juniperus.communis,Lactuca.sativa,Lamiaceae,Lamium,Lathyrus,Laurus.nobilis,Lavandula.angustifolia,Lepidium.campestre,Ligustrum,Linaria.vulgaris,Lobularia.maritima,Lolium,Lonicera,Lotus,Lotus.corniculatus,Lupinus.luteus,Malus,Malvaceae,Melilotus,Mentha,Mentha.spicata,Mentheae,Menyanthes.trifoliata,Mercurialis,Myrtaceae,Myrtus.communis,Narcissus,Nerium.oleander,Oenothera,Olea.europaea,Oleaceae,Onobrychis.viciifolia,Ononis.repens,Origanum.vulgare,Orobanchaceae,Oxalidaceae,Papaver,Papaveraceae,Paulownia.tomentosa,Pericallis.hybrida,Pinus,Plantago,Platanus,Poa,Poaceae,Populus,Potentilla,Primula.veris,Prunella,Prunus,Quercus,Ranunculaceae,Ranunculus,Raphanus,Rheum.palmatum,Rhinanthus.minor,Rhododendron,Ribes,Rosa,Rosaceae,Rubus,Salicaceae,Salix,Salvia,Sambucus.nigra,Sapindaceae,Scrophulariaceae,Scutellaria,Scutellaria.galericulata,Silene,Solanaceae,Solanum,Solidago,Sonchus,Sorbus,Sparganium.emersum,Stachys,Stellaria,Syringa.vulgaris,Taraxacum.officinale,Teucrium,Tilia,Trifolium,Trifolium.pratense,Trifolium.repens,Typha.latifolia,Ulmus,Urtica.dioica,Veronica,Viburnum,Vicia,Viola
EM-E-055_S15,EM,April,Bombus.hypnorum,0.335362262,0,0,0,0,0,0,0,0.219713332,0,0,0,0,0,0,0,0,0,0.017474966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002748871,0,0,0,0,0,0.021990968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336736697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005497742,0,0,0,0,0.003337915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EM-E-056_S23,EM,April,Bombus.hypnorum,0.012367083,0,0,0,0,0,0,0,0.448913546,0,0,0,0,0,0,0,0,0,0.007975035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003467406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013522885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001271382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484281091,0,0,0,0,0,0,0,0,0,0.00543227,0,0,0,0,0,0,0
EM-E-063_S39,EM,April,Bombus.hortorum,0,0,0,0,0,0,0,0,0.103135593,0,0,0,0,0,0,0,0,0,0.014491525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001186441,0,0,0,0,0.00440678,0,0,0,0,0,0,0,0.000847458,0.84940678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008305085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001016949,0,0,0,0,0,0,0,0,0,0,0,0
EM-E-064_S47,EM,April,Bombus.pascuorum,0,0,0,0,0,0,0,0,0.476535002,0,0,0,0,0,0,0,0,0,0.008212749,0,0,0,0,0,0,0,0,0.004301916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003617521,0,0,0,0,0.005572937,0,0.001075479,0,0,0,0.023367227,0.417383653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001075479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000977708,0,0,0.045756746,0,0,0,0,0.001271021,0,0,0,0,0,0,0
EM-E-066_S55,EM,April,Bombus.pascuorum,0,0,0,0,0,0,0,0,0.079936118,0,0,0,0,0,0,0,0,0,0.000924603,0,0.006051946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001092712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006556275,0,0,0,0,0,0,0,0,0.00420274,0,0,0,0,0,0,0,0,0,0,0.011011179,0.183239472,0,0,0,0,0,0,0,0,0,0,0,0,0.002773809,0,0,0,0,0,0.000840548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001597041,0,0,0,0,0,0,0,0,0,0,0,0.001008658,0,0,0,0,0,0,0.696478104,0,0,0,0,0,0,0,0,0,0,0,0
EM-E-067_S63,EM,April,Bombus.terrestris,0.000872347,0,0.013201512,0,0,0,0,0,0.913172434,0,0,0,0,0,0,0,0,0,0.013666764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001279442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002093632,0,0,0,0,0,0,0,0,0.012619948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003780169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022099448,0.00785112,0,0,0,0,0,0,0,0,0,0.000930503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180285,0,0,0,0,0,0,0,0
EM-E-068_S71,EM,April,Bombus.terrestris,0.004609357,0,0,0,0,0,0,0,0.499884766,0,0,0,0,0,0,0,0,0,0.007951141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002016594,0,0,0,0,0,0,0.005704079,0.464277483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001094722,0,0,0,0,0,0,0,0,0,0,0,0
EM-E-069_S79,EM,April,Bombus.lapidarius,0,0,0,0,0,0,0,0,0.577648336,0,0,0,0,0,0.00138217,0,0,0,0.006960213,0.000641722,0,0,0,0,0,0,0,0.002961793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39204265,0,0,0,0,0,0,0,0,0.000592359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004590779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008786652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001431533,0,0,0,0,0.001431533,0,0,0,0,0,0,0
EM-E-070_S87,EM,April,Bombus.pascuorum,0,0,0,0,0,0,0,0,0.905196257,0,0,0,0,0,0,0,0,0,0.011710704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706173,0,0,0,0,0,0.007002884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002059672,0,0,0,0,0.000706173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158889,0,0,0,0.01471194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015300418,0,0,0,0,0.029365033,0,0,0,0,0.00235391,0,0,0,0,0,0,0.002648149
EM-E-071_S95,EM,April,Bombus.terrestris,0.016611701,0,0,0,0,0,0,0,0.9286674,0,0,0,0,0,0,0,0,0,0.012173771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002117178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032409104,0,0,0,0,0,0,0,0,0,0,0.000488579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001425023,0,0,0,0,0.001587883,0,0,0,0,0,0,0
EM-E-072_S8,EM,April,Bombus.terrestris,0,0,0,0,0,0,0,0,0.88372093,0,0,0,0,0,0,0,0,0,0.009551495,0,0,0,0,0,0,0,0,0.045888704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002491694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007059801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03986711,0,0,0,0,0,0,0,0,0,0,0.004360465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002491694,0,0,0,0,0,0,0,0,0,0,0,0
ET-E-007_S16,ET,April,Bombus.lapidarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006431944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000371789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000408968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002193553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446146,0,0.009220359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980481095,0,0,0,0,0.000446146,0,0,0,0,0,0,0
ET-E-039_S24,ET,April,Bombus.terrestris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001467782,0,0.001761339,0,0,0,0,0,0.002201673,0.01643916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002788786,0,0,0,0,0.002642008,0,0,0,0,0,0,0,0,0.113166006,0,0,0,0,0,0,0,0,0,0,0.008806693,0.090562161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03375899,0,0.710406576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004403347,0,0,0,0,0.003669455,0,0,0,0,0,0,0
ET-E-042_S32,ET,April,Bombus.pascuorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003365149,0,0,0,0,0,0,0,0,0.017927068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003059227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001101322,0,0,0,0,0.001651982,0,0,0,0,0.409324523,0,0,0,0.009667156,0,0,0,0,0,0,0.003976995,0.001162506,0,0,0.005812531,0,0,0,0,0,0,0,0,0,0.0110744,0,0,0,0.002875673,0.240271659,0,0,0,0,0,0,0,0.005445423,0,0,0,0.009300049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240944689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000795399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001774351,0,0,0,0,0.002202643,0,0,0,0,0,0,0
ET-E-044_S40,ET,April,Bombus.pascuorum,0,0,0,0,0,0,0,0,0,0.002525253,0,0,0,0.000927644,0,0,0,0,0,0,0.004225933,0,0,0,0,0,0.013605442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045969903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001391466,0,0.047309833,0,0,0.074417646,0,0.002009895,0,0,0,0,0,0,0,0.001391466,0,0,0,0,0.002319109,0,0.015615337,0.093898165,0,0,0,0,0,0,0,0,0,0,0,0,0.294372294,0,0,0,0,0.001597609,0.000824572,0,0,0,0,0,0,0.00401979,0.006802721,0,0,0,0,0,0,0,0,0,0,0,0,0.00304061,0.001288394,0.022314987,0,0,0,0.265769944,0,0,0,0,0,0,0,0,0,0.002009895,0.005256648,0,0.022057308,0,0,0,0,0,0,0,0,0,0,0,0.002370645,0,0.000566893,0,0.001236858,0.049319728,0,0,0,0,0,0,0.002112966,0,0,0,0.004689755,0
ET-E-047_S48,ET,April,Bombus.pascuorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016194332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007785737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020865774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004360012,0,0,0,0,0,0,0,0,0,0.006851448,0,0,0,0,0,0.940516973,0
ET-E-048_S56,ET,April,Bombus.pascuorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027676363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022494406,0,0,0,0,0,0,0,0,0,0,0,0.002061006,0,0,0,0,0,0,0,0,0,0,0,0.003650925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004416441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001118832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305323283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000883288,0,0,0,0,0,0,0.387056884,0,0,0,0,0.002296549,0,0,0,0,0,0.239371099,0
ET-E-049_S64,ET,April,Bombus.pascuorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007186243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033364702,0,0,0,0,0,0,0,0,0,0,0.004790829,0.00333647,0,0,0,0,0,0,0.001197707,0,0,0,0,0,0,0,0,0,0.02155873,0,0,0,0,0,0,0,0,0,0,0,0,0.001197707,0,0,0,0,0,0,0,0,0,0,0,0.033792454,0,0,0,0.001026606,0.001283258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005047481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005988536,0,0,0,0,0,0,0,0,0,0.003764223,0,0,0,0,0,0.871588673,0
ET-E-051_S72,ET,April,Bombus.pascuorum,0,0,0,0,0,0,0,0,0,0,0.002006614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862101,0,0,0,0,0,0,0,0,0,0,0,0.005202334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002638326,0,0,0,0,0,0,0,0,0,0,0,0.009884434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002006614,0,0,0,0,0,0,0,0,0,0,0,0,0.785329419,0,0,0,0,0,0,0,0,0,0,0,0.000891829,0,0,0,0,0.000594552,0,0,0,0,0.002452529,0,0,0,0,0,0.177696853,0
ET-E-079_S80,ET,April,Bombus.pascuorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058941641,0,0,0,0.001424963,0,0,0,0,0,0,0,0,0,0,0.024483451,0,0,0,0.000971566,0.001360192,0,0,0.00123065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255327418,0,0,0,0,0.002266986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002396528,0,0,0,0,0,0,0.613835093,0,0.001165879,0,0,0,0,0,0,0,0,0,0,0.002785154,0,0,0,0,0,0,0,0,0,0,0,0.00064771,0,0,0,0,0.00816115,0,0,0,0,0,0,0,0,0,0.000842023,0.021957381,0
ET-E-080_S88,ET,April,Bombus.pascuorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001266678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002702246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000844452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001351123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005911164,0,0,0,0,0,0,0,0,0,0,0.985897652,0
B-M-011_S17,B,July,Bombus.pascuorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006030524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000603052,0,0.057382753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000603052,0,0,0.002087489,0,0.93329313,0,0,0,0,0,0,0
B-M-017_S25,B,July,Bombus.pascuorum,0,0,0,0,0,0.000811209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003244838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022345133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001364307,0,0.972234513,0,0,0,0,0,0,0
B-M-030_S33,B,July,Bombus.lapidarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003670461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003555759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001347748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001433774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000745562,0,0.989246695,0,0,0,0,0,0,0
B-M-033_S41,B,July,Bombus.terrestris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001831139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000791844,0,0,0,0,0,0,0,0,0,0,0,0.000742354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001732159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003315847,0.000841334,0.512174602,0,0,0,0.000494903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014599624,0,0.463476195,0,0,0,0,0,0,0
B-M-034_S49,B,July,Bombus.terrestris,0,0,0,0,0,0.001290899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003823048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971997418,0,0,0,0,0,0,0,0,0,0,0.00054615,0,0,0,0,0,0,0,0,0,0,0,0,0.009979644,0,0.012362842,0,0,0,0,0
B-M-035_S57,B,July,Bombus.pascuorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000893409,0.023434815,0,0,0,0,0,0,0,0,0,0.0014432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966187891,0,0,0,0,0,0,0,0,0,0,0.002611504,0,0,0,0,0.001030857,0,0,0,0,0,0,0,0.003161295,0,0,0,0,0,0.001237028,0
